,date,addressCount,marketCap,supply,price,blockSize,dailyTransactions,NumERC20TokenTransfers,blockTime,gasPrice,gasLimit,gasUsed,blockCountsandReward,blockReward,uncles,ERC20_uniqueAddressTotalCount,ERC20_uniqueAddressReceiveCount,ERC20_uniqueAddressSentCount,ETH_uniqueAddressTotalCount,ETH_uniqueAddressReceiveCount,ETH_uniqueAddressSentCount,dailyETHBurnt,TranasctionFees,blockDifficulty,networkHash,networkTransactionFees,networkUtilization,pendingTransactions,contractsVerified,ENSRegistration
791,9/28/2017,8330047,28722.237692825624,94864873.3125,302.77,20553,329208,98623,30.02,25409632808,6716179,15969409283,2856,14997.96875,183,66425,51690,28617,148276,94611,114793,,0,2896.072,101865.3038,370160472356163295798,0.8326,173184,46,0.0
792,9/29/2017,8371122,27759.91017822125,94879725.8125,292.58,21540,326502,75941,30.31,23184436268,6715709,15903325578,2829,14852.5,184,50795,43363,16816,157275,94935,113951,,0,2802.971,97747.1226,330886157979594145649,0.8371,173858,59,1.0
793,9/30/2017,8412404,28731.255366120935,94894657.21875,302.77,21998,295798,69309,30.27,26231412090,6717220,15741288840,2840,14931.40625,189,49819,41754,17252,137391,84594,101896,,0,2773.895,97246.8496,371957481380512611746,0.8252,173848,36,0.0
794,10/1/2017,8446228,28847.83063250625,94909789.875,303.95,21781,283871,70350,30.08,24190581701,6717855,15310702625,2862,15132.65625,209,47265,40118,17280,125039,73202,99159,,0,2865.649,101856.5841,358613329436254304597,0.7964,173536,2,0.0
795,10/2/2017,8494268,28174.653363815934,94924879.09375,296.81,21143,306095,73284,30.16,25376879520,6718652,15476144246,2842,15089.21875,223,51515,43046,19421,141143,84804,112241,,0,2861.171,101498.7153,356930578828195825541,0.8105,174550,43,0.0
796,10/3/2017,8543784,27704.458188194065,94940057.53125,291.81,20918,327906,76597,29.9,23882103385,6718978,16505707600,2862,15178.4375,222,56983,48037,18248,141952,88539,112797,,0,2838.826,101330.3025,381246395654145484290,0.8584,174310,61,0.0
797,10/4/2017,8589674,27696.584062565,94955375.96875,291.68,20395,307399,62396,29.4,23689836678,6715126,16487207597,2886,15318.4375,226,44966,37170,16661,130083,81424,104349,,0,2896.353,104322.349,385387152162937564637,0.8507,175100,31,0.0
798,10/5/2017,8628549,28015.45192647,94970853.0,294.99,20313,314808,63472,29.11,24302843665,6714835,15769323939,2946,15477.03125,189,45082,34938,20210,135770,87219,106519,,0,2968.747,107720.1602,418983077851950083762,0.7972,174912,37,0.0
799,10/6/2017,8667207,29286.995474680625,94985877.0625,308.33,21656,319882,66861,30.0,25759310387,6717054,16237865284,2848,15024.0625,202,45275,36257,18366,133418,82348,107261,,0,2912.479,102813.1953,437255331091613042088,0.8489,175253,41,0.0
800,10/7/2017,8702952,29569.977712008123,95000892.21875,311.26,19657,291091,73014,29.94,22705744740,6714406,14920815678,2848,15015.15625,197,47571,39898,17132,128030,80277,99928,,0,2857.438,100704.8489,316276345068356551823,0.7803,175408,34,0.0
801,10/8/2017,8744762,29406.5302357075,95016091.75,309.49,19150,296829,78219,29.65,24091593642,6717153,15692320454,2879,15199.53125,205,53269,44060,19677,129178,81155,102861,,0,2915.521,104067.9114,357347800341582836945,0.8116,175393,38,0.0
802,10/9/2017,8798123,28219.544683475,95031300.5,296.95,19671,328172,78959,29.74,24174030452,6719400,16593181455,2882,15208.75,204,59809,49583,20357,135661,85010,109347,,0,2930.956,104686.6792,379844761748672585299,0.8569,175566,39,0.0
803,10/10/2017,8843674,28367.6634137925,95046784.875,298.46,21438,349605,95128,29.38,25058292801,6714505,16179450785,2915,15484.375,232,70552,59191,23396,154709,102440,121642,,0,2913.485,106119.6349,417793497545713700015,0.8267,175707,42,0.0
804,10/11/2017,8886853,28790.563549920626,95062284.71875,302.86,20045,344305,77894,29.33,30039329444,6715640,16118748639,2915,15499.84375,235,54763,44355,20822,156337,105055,112131,,0,2997.386,109279.7021,938415100756440140153,0.8234,175827,54,0.0
805,10/12/2017,8936394,28798.07736882781,95077676.28125,302.89,21137,363411,93663,29.46,24512657109,6714754,16867122755,2899,15391.5625,230,67102,55739,23385,154569,100929,120581,,0,2911.728,105449.0222,421957034378931247313,0.8666,175902,33,0.0
806,10/13/2017,8988855,32030.213409679065,95093113.46875,336.83,21845,379136,95874,29.6,26489325565,6718163,16818042076,2891,15437.1875,246,71553,59458,24409,171228,117016,133132,,0,3031.012,110049.5848,474904048256685570442,0.866,176679,58,0.0
807,10/14/2017,9032579,32223.68760240031,95108431.28125,338.81,19951,332169,89823,29.71,24196653845,6717269,16796028877,2887,15317.8125,226,64515,55212,19966,146064,93163,114976,,0,2917.998,105135.748,398049613885228241262,0.8662,176397,37,0.0
808,10/15/2017,9081675,32016.83976963375,95124011.4375,336.58,19011,328921,80684,29.09,23514174126,6714419,16839186003,2925,15580.15625,241,57436,49955,17469,140177,84389,113783,,0,2962.491,108556.0976,386388929966350517732,0.8575,176125,38,4.0
809,10/16/2017,9141530,31798.70269563,95140181.0,334.23,16294,408297,145630,18.71,16678649826,6716404,21922149733,4554,16169.5625,502,114782,106158,19849,144930,85490,117311,,0,1922.324,112491.5255,337116475117611492142,0.7167,176372,36,0.0
810,10/17/2017,9202272,30083.986172955,95160328.25,316.14,14412,505611,161702,14.06,14194850634,6716565,23228035407,6050,20147.25,864,127424,112579,28205,190127,128391,127330,,0,1430.794,114496.653,322847244140186147412,0.5716,176417,53,1.0
811,10/18/2017,9257323,29842.958451460625,95180705.65625,313.54,13060,470449,123933,13.73,14081137033,6716945,21489016601,6221,20377.40625,739,92021,83737,18567,165860,102853,127271,,0,1412.602,113792.9401,299370944841425492171,0.5143,177049,39,0.0
812,10/19/2017,9326599,29265.779930480625,95201131.8125,307.41,12978,494184,128913,13.71,12235259269,6716823,24000639917,6241,20426.15625,739,94831,85271,20556,157431,92370,129967,,0,1460.305,117973.6768,283929624900779239198,0.5726,177033,61,0.0
813,10/20/2017,9397666,28859.7645927325,95221606.8125,303.08,15254,546837,136849,13.68,14610349751,6715665,26586311517,6237,20475.0,760,104083,84891,33709,170757,110607,130666,,0,1448.048,117268.4555,491672418413768698430,0.6347,177760,50,0.0
814,10/21/2017,9456741,28529.666221860934,95241750.03125,299.55,11983,462902,91174,13.69,12128683877,6716829,18071912431,6229,20143.21875,625,62475,48434,28921,161304,104675,130282,,0,1470.935,116687.3756,230098011400130959809,0.4319,177445,46,5.0
815,10/22/2017,9514751,28009.925342715935,95262134.28125,294.03,10947,435493,66745,13.59,10751750663,6717027,17476517075,6280,20384.25,660,42201,30882,21517,187439,134249,115300,,0,1479.883,118870.2012,196134800566113227074,0.4143,177442,32,0.0
816,10/23/2017,9587936,27181.268639203125,95282604.6875,285.27,12828,468168,154838,13.63,13780011469,6713991,22112574421,6254,20470.40625,735,118480,110778,18501,167894,107199,135801,,0,1455.82,117763.0093,269725566031986148263,0.5266,177570,70,0.0
817,10/24/2017,9675289,28257.379277328124,95303134.15625,296.50,13946,492288,144208,13.64,14415708346,6716623,26564339882,6248,20529.46875,773,107505,97583,23864,170724,107759,138439,,0,1496.921,121642.1225,357095144057030277081,0.6329,177851,49,0.0
818,10/25/2017,9749189,28249.07547633125,95323352.375,296.35,14347,460419,156660,13.78,12720316553,6716677,26309948399,6176,20218.21875,733,118653,109976,21051,154826,95840,125623,,0,1484.205,118684.8641,290665881547283593322,0.6342,177796,52,0.0
819,10/26/2017,9822106,28177.832924005623,95343550.53125,295.54,14417,466406,187325,13.87,12385996259,6716410,25792258901,6157,20198.15625,743,147049,137438,22009,163207,95611,134796,,0,1437.018,114761.8238,275041131001189840720,0.6237,177768,60,0.0
820,10/27/2017,9883587,28262.08149509125,95364021.78125,296.36,14924,486147,214386,13.67,11545392383,6716447,26465608457,6229,20471.25,760,170907,161109,22616,155329,96833,125321,,0,1447.521,117091.7153,297455543733301559684,0.6326,178154,70,0.0
821,10/28/2017,9925624,27981.033440285937,95384467.15625,293.35,14317,484554,243856,13.69,10491940195,6717997,24238961845,6240,20445.375,740,197896,189881,19238,146685,90134,117934,,0,1468.426,118629.8189,241167628141156534205,0.5782,178187,50,7.0
822,10/29/2017,9968381,29006.86200473875,95404755.96875,304.04,14872,494176,253731,13.78,10371979124,6719600,24746206086,6194,20288.8125,738,204399,195852,21050,154087,97040,120384,,0,1459.599,117105.7539,242546692538610440351,0.5946,178684,56,0.0
823,10/30/2017,10022697,29276.345379775,95424854.5625,306.80,16448,532626,256519,14.02,11808258897,6717222,26614306113,6072,20098.59375,805,206619,196258,24518,166929,107189,131539,,0,1447.379,115204.0015,295610197213806392153,0.6525,179023,90,0.0
824,10/31/2017,10097127,28981.06888724,95445491.0,303.64,15604,519906,240472,13.58,13692446133,6719731,29533828429,6275,20636.4375,774,186252,176026,26917,183766,112772,147678,,0,1462.242,119297.9707,330604031180157843579,0.7004,178513,71,0.0
825,11/1/2017,10177342,27629.688492468125,95465719.34375,289.42,15758,527783,223768,13.85,14979336359,6718288,29424380755,6142,20228.34375,773,161232,148069,33526,203403,135825,145504,,0,1505.309,120477.0125,370465694941201541908,0.713,178417,75,7.0
826,11/2/2017,10271514,27205.875714335,95486016.125,284.92,15696,529277,253204,13.83,15919836477,6714869,29711567693,6144,20296.78125,795,194350,180810,31560,221245,144288,162897,,0,1441.55,115774.5028,373864831846244436703,0.7201,178492,62,24.0
827,11/3/2017,10341209,29082.631197036877,95506325.5625,304.51,15831,485790,294808,13.68,12781813101,6716000,27474314374,6208,20309.4375,714,246580,234312,26995,187279,115114,146121,,0,1419.283,113706.9239,278695734082719853906,0.6589,179079,55,0.0
828,11/4/2017,10395702,28661.775223055,95526513.875,300.04,12156,398758,235018,13.78,11624799927,6714627,21376023145,6196,20188.3125,686,197732,187967,20231,151881,93122,113083,,0,1405.222,111929.8264,212077525073945084800,0.5138,179374,26,0.0
829,11/5/2017,10446606,28303.919312209066,95547106.34375,296.23,11640,417102,153907,13.54,10703460687,6713173,18773996019,6299,20592.46875,725,118809,110058,19335,151377,91437,114033,,0,1439.533,117028.67,199749040549872532881,0.444,179900,35,2.0
830,11/6/2017,10510014,28366.299927264372,95567346.96875,296.82,13796,511663,148561,13.77,10433598351,6714082,21153932849,6199,20240.625,708,114107,99005,27044,175325,107385,135231,,0,1433.805,114621.414,268798303897472240931,0.5083,179879,69,0.0
831,11/7/2017,10564204,27896.33209728,95587760.75,291.84,14267,470418,155062,13.72,13393206633,6712817,22865503353,6211,20413.78125,759,121380,108698,26106,176697,109020,135525,,0,1412.215,113925.2212,315044497913178252633,0.5484,180064,73,0.0
832,11/8/2017,10637775,29385.12299724844,95608013.65625,307.35,14220,480413,139532,13.7,16154783877,6713955,23449784813,6236,20252.90625,663,101054,88584,27793,190605,120057,146982,,0,1454.538,116144.1465,379928853676412657103,0.56,180375,50,0.0
833,11/9/2017,10743710,30568.550928905,95628326.75,319.66,13929,467172,111893,13.79,15785570759,6718203,24998074107,6195,20313.09375,745,67641,51168,33338,191221,122768,148952,,0,1420.593,114107.822,324913774650554876182,0.6006,180404,48,0.0
834,11/10/2017,10839621,28394.318677840623,95648853.59375,296.86,13413,457427,128946,13.52,15036090671,6715532,23709873840,6300,20526.84375,697,84207,72462,27466,189377,113268,152352,,0,1429.592,115773.7593,291688738911173226248,0.5604,180499,67,0.0
835,11/11/2017,10916933,30062.15530128125,95669271.875,314.23,12665,394378,218484,13.58,15394750336,6714315,22677610504,6267,20418.28125,687,181478,166957,26117,160813,100902,124376,,0,1437.744,115718.414,232953762073343777781,0.5389,180915,31,0.0
836,11/12/2017,11003411,29282.895463339373,95689482.59375,306.02,13233,434380,206204,13.83,18011273725,6712808,22925780729,6245,20210.71875,625,169039,157859,24727,184566,117244,150744,,0,1487.331,118263.4894,297799562429250626367,0.5468,180614,56,0.0
837,11/13/2017,11085629,30110.33572958125,95709903.78125,314.60,14443,443176,205781,13.65,16603636136,6714950,24529577479,6225,20421.1875,742,167366,155527,25214,181735,110816,146152,,0,1456.779,117469.6839,309385435142584601652,0.5868,181276,69,0.0
838,11/14/2017,11168202,32042.73014012,95729953.8125,334.72,16232,475984,188896,13.87,16704405736,6714816,25946874938,6122,20050.03125,719,138655,125639,31506,200518,126232,156971,,0,1448.755,114709.874,335979527230492319770,0.6312,181109,88,0.0
839,11/15/2017,11273048,31712.5481706,95750447.375,331.20,16453,540593,142548,13.69,17408995522,6714993,27301153015,6237,20493.5625,762,96798,82469,31752,223801,143225,179758,,0,1424.358,115382.9053,412662550358806354474,0.6518,181444,77,0.0
840,11/16/2017,11370633,31634.9676834325,95770669.90625,330.32,15278,491482,148203,13.8,16023943398,6714876,25488120832,6154,20222.53125,751,104895,89592,31814,203311,125820,159648,,0,1397.135,111657.6225,353507082797256439997,0.6168,181361,88,0.0
841,11/17/2017,11470443,31775.80176738125,95791033.90625,331.72,15301,508590,143762,13.66,16406020669,6715914,26784225318,6235,20364.0,700,101046,84600,31512,213857,137719,165877,,0,1403.216,112630.8165,373486764295050208400,0.6396,181698,78,0.0
842,11/18/2017,11545243,33213.00996973593,95811365.84375,346.65,14628,459679,231331,13.71,13339014477,6715508,24532718494,6215,20331.9375,718,182238,169780,29226,184534,114398,148154,,0,1389.738,111516.8425,255609620533126714339,0.5878,181868,40,0.0
843,11/19/2017,11615183,33981.952246425,95831788.625,354.60,14551,464563,206858,13.6,14229082585,6714834,23975090718,6266,20422.78125,695,164981,152200,28857,190248,118899,149604,,0,1402.317,112980.6417,282287107555640355383,0.5698,182791,46,0.0
844,11/20/2017,11691168,35245.811347379065,95852196.96875,367.71,16654,530141,193524,13.81,16089304528,6713109,26027982305,6176,20408.34375,797,148398,132553,35711,220195,128400,177432,,0,1489.214,120188.5528,371508144057564609180,0.6278,182614,85,0.0
845,11/21/2017,11778600,34563.98649605375,95872590.96875,360.52,16182,524044,182748,13.8,17548793491,6715338,25906539931,6174,20394.0,800,140449,126103,30968,218786,140724,176178,,0,1471.463,118772.9291,363885755271037885352,0.6248,182867,81,0.0
846,11/22/2017,11864256,36519.92645451625,95893095.40625,380.84,15978,546489,157860,13.67,16469836119,6716259,26017543726,6242,20504.4375,750,112818,99830,30491,221517,142280,177786,,0,1462.848,118382.3196,365489233899613082003,0.6206,183068,75,0.0
847,11/23/2017,11951294,38995.52844427813,95913442.8125,406.57,16029,537068,149862,13.73,15992127664,6715977,26725364867,6190,20347.40625,759,103305,86193,34451,226587,138218,180798,,0,1518.894,122161.9842,363134860953734755188,0.6428,183361,77,0.0
848,11/24/2017,12038971,45130.16384867813,95933855.9375,470.43,15104,525529,165538,13.68,15456892039,6713855,26317732352,6234,20413.125,728,121361,109799,26554,218669,135055,177861,,0,1549.351,124844.7158,312003080397651703733,0.6287,183838,74,0.0
849,11/25/2017,12124340,44581.26738831,95954171.0,464.61,16192,561166,211435,13.69,12891179323,6717095,27394849746,6201,20315.0625,730,160731,148969,29781,217824,134523,172465,,0,1562.073,125309.3717,289454952242473202889,0.6576,183753,55,0.0
850,11/26/2017,12213147,45159.85619905375,95974531.8125,470.54,16099,542484,151326,13.79,14953923259,6715381,27674135132,6169,20360.8125,794,106957,91653,33830,221071,138700,174577,,0,1553.38,125187.293,355108567824283180979,0.668,184341,80,0.0
851,11/27/2017,12313525,45620.5704450425,95994803.5625,475.24,22187,608695,1073786,14.02,15537337870,6717512,30599511959,6086,20271.75,852,971917,960143,40158,261418,170477,205707,,0,1537.205,123438.9985,369147153812364788224,0.7484,184970,61,0.0
852,11/28/2017,12439003,44768.966825935626,96015113.1875,466.27,18980,638989,237782,13.95,16779210323,6717145,30288687055,6094,20309.625,860,180096,163884,38643,279130,173676,224940,,0,1508.043,121376.5047,423203743142495619496,0.7399,184375,73,0.0
853,11/29/2017,12559061,41047.50974545813,96035538.21875,427.42,18539,663579,181308,13.92,17499867713,6716943,29519996063,6108,20425.03125,903,124744,105586,43607,300257,189342,243867,,0,1520.78,123404.9935,444283457464524015736,0.7195,185065,91,1.0
854,11/30/2017,12668143,41769.93174637969,96055954.34375,434.85,18059,655457,143323,13.83,16354038320,6716861,28880894729,6151,20416.125,840,86662,70561,36560,286670,171516,236007,,0,1542.746,124830.2891,423152742251986989286,0.699,185286,92,0.0
855,12/1/2017,12772266,44346.959035404376,96076431.03125,461.58,18184,622720,151361,13.89,14561757161,6718817,31811531693,6127,20476.6875,882,105914,93357,33416,269459,147037,224048,,0,1546.95,125492.702,416073298110365404963,0.7727,185108,79,0.0
856,12/2/2017,12867914,44008.41552273875,96096636.21875,457.96,17954,627785,170000,14.07,13179215357,6720306,30183667434,6053,20205.1875,858,112733,99005,35358,271772,155188,220833,,0,1570.293,125605.2762,344504596509460534102,0.742,185717,60,0.0
857,12/3/2017,12971957,44483.8961584275,96116972.75,462.81,19326,693808,141307,14.08,14068434201,6721650,33003047721,6029,20336.53125,943,94464,75019,40294,294406,180680,226901,,0,1509.751,121828.5383,407152401006737587746,0.8144,185634,52,0.0
858,12/4/2017,13097419,44889.43663433844,96137400.96875,466.93,19741,701834,100010,14.86,21962218932,6722294,34887121288,5671,20428.21875,1433,68355,53513,32584,277304,177775,224910,,0,1530.846,125869.5928,804106265031308025828,0.9151,186060,55,0.0
859,12/5/2017,13214763,43651.90283117625,96158037.78125,453.96,19800,693090,88114,14.94,30921177676,6726859,35038771633,5588,20636.8125,1630,71255,55265,28255,291425,182058,228534,,0,1477.492,123432.1491,1183244508785510964674,0.9321,186295,56,0.0
860,12/6/2017,13410344,40633.56830392,96178679.0,422.48,21174,791746,72299,15.36,42116421717,6722801,33872524569,5473,20641.21875,1801,55487,43668,21357,382371,227563,326626,,0,1468.45,123628.5175,1540650625445084623316,0.9205,186187,31,0.0
861,12/7/2017,13570212,40514.4553280375,96199585.25,421.15,17899,659068,68129,14.57,59656597683,6730260,37125990058,5798,20906.25,1508,51086,38556,21614,292205,164814,237602,,0,1480.719,125209.8857,2239289048257415314301,0.9515,186699,46,0.0
862,12/8/2017,13709369,43466.431086605626,96220018.34375,451.74,21220,766411,110395,14.58,61102848374,6735817,37650148331,5803,20433.09375,1281,73705,42397,41600,334093,197191,252137,,0,1552.89,127322.6374,2315319813038268483611,0.9632,186766,48,0.0
863,12/9/2017,13832187,45508.32170795813,96240582.21875,472.86,19891,707223,120314,14.51,55563635227,6777454,38152909553,5813,20563.875,1324,89545,41490,57982,314888,198454,218520,,0,1553.202,128300.9697,2126409907856437936899,0.9679,187223,25,0.0
864,12/10/2017,13947770,42016.95277314531,96260974.53125,436.49,20864,716575,108130,14.57,43572173439,7555518,41534619670,5781,20392.3125,1286,87445,58145,42603,316657,197029,225315,,0,1549.427,126733.7869,1918268034586957233054,0.9512,187131,70,0.0
865,12/11/2017,14069675,49420.23054620031,96281304.03125,513.29,23554,828899,115171,14.68,35272081823,7799361,42190609044,5749,20329.5,1288,88243,67318,37114,383467,225404,287946,,0,1575.712,128336.6496,1531823683897428234440,0.9414,187461,88,0.0
866,12/12/2017,14219175,63224.1086573325,96301877.5625,656.52,25607,872340,147987,14.73,38367405491,7906762,42534383833,5715,20573.53125,1443,104217,75689,52278,413364,269052,306132,,0,1556.261,128931.8969,1559061195386161064344,0.9417,187547,58,0.0
867,12/13/2017,14415447,67338.08527402031,96322483.90625,699.09,26216,909631,157743,14.96,38631503447,7995336,41625003479,5659,20606.34375,1525,105515,81221,49234,439382,276821,342430,,0,1612.737,134096.1365,1445285300110460015050,0.92,187398,91,0.0
868,12/14/2017,14635990,66821.76472976374,96343269.3125,693.58,26049,942559,150349,14.82,41791954659,7995365,43964305213,5694,20785.40625,1551,104818,82542,45157,464402,285412,371653,,0,1641.299,137629.7703,1714108152765139506274,0.9657,187508,93,0.0
869,12/15/2017,14832218,65939.0621296472,96364099.15625,684.27,26180,904346,135735,14.52,35432934113,7995378,42607604617,5800,20829.84375,1437,91856,71569,40775,428067,266103,335763,,0,1716.279,143758.2604,1455136989419773656257,0.9188,187495,74,0.0
870,12/16/2017,15010261,66778.06163835218,96384483.40625,692.83,26389,899857,173225,14.58,35296363949,7996145,42279195527,5775,20384.25,1272,111414,89790,43766,403702,248903,319634,,0,1740.332,141945.8652,1468251250874386601879,0.9156,187837,42,0.0
871,12/17/2017,15214188,69190.70944030656,96404828.46875,717.71,25965,876574,172447,14.66,29121338315,7995227,41694276203,5781,20345.0625,1258,104335,80714,48260,401426,248403,319203,,0,1754.69,142954.4584,1172634385789492918491,0.9021,187778,74,0.0
872,12/18/2017,15432559,75789.39390720437,96425392.0625,785.99,27932,984021,191702,14.67,27442929390,7996603,43186977264,5781,20563.59375,1353,125115,98066,56888,470459,271349,383192,,0,1783.753,147283.4924,1161928901998859936251,0.9342,188119,73,0.0
873,12/19/2017,15663180,78362.39251953125,96446021.5625,812.50,31463,1092234,207166,15.02,34330952644,7995859,43342615632,5604,20629.5,1600,135542,104663,64184,503283,313549,401935,,0,1736.465,144785.8066,1487482223271253497606,0.9673,188529,83,0.0
874,12/20/2017,15900724,77093.25502806187,96466652.9375,799.17,27465,986104,164530,15.03,41559360197,7996312,41579518582,5571,20631.375,1668,120047,97917,44827,493822,304270,406791,,0,1716.149,143787.1073,1731489837131818457918,0.9334,188824,52,0.0
875,12/21/2017,16160759,76165.9264111725,96487067.75,789.39,30221,1072665,232811,15.07,41640835518,7997245,42822071285,5570,20414.8125,1570,173847,151540,47113,538201,323748,451422,,0,1741.54,143918.9673,1760206790598993545127,0.9613,189513,74,0.0
876,12/22/2017,16415006,63485.62018392719,96507639.03125,657.83,29198,1103523,214197,14.92,40786863196,7995981,42339693488,5652,20571.28125,1519,138657,117023,42063,568084,369948,436131,,0,1725.803,143237.655,1640148074105191531634,0.9368,189615,50,0.0
877,12/23/2017,16628194,67612.4045474475,96528474.3125,700.44,26198,918881,239151,14.25,33285710975,7995367,41686739250,5947,20835.28125,1263,171914,146394,47542,451498,279741,354979,,0,1792.357,149570.4924,1207059669915191950275,0.8767,189455,51,0.0
878,12/24/2017,16810137,65258.42003681281,96548978.46875,675.91,20519,758234,151163,14.14,30228420219,7995468,39798116384,5981,20504.15625,1079,97929,80256,34952,346300,207793,285652,,0,1822.645,148933.7151,1024106049881333511770,0.8322,189804,54,0.0
879,12/25/2017,16985878,69833.21424307938,96569425.34375,723.14,21721,752361,173411,14.17,26111076108,7995920,36883633123,6032,20446.875,992,114745,98228,38723,359700,203255,299828,,0,1853.229,150660.6855,756767674900850093881,0.7647,189898,81,0.0
880,12/26/2017,17200600,72770.76212414374,96589809.03125,753.40,22433,813510,225798,14.23,25927218047,7996823,38712289894,5992,20383.6875,1022,161509,145244,37195,397073,248866,312099,,0,1865.831,151469.2196,743062865870104083046,0.8079,190219,69,0.0
881,12/27/2017,17430806,71485.85657509562,96610342.15625,739.94,24734,912752,274274,14.2,25108575762,7996690,41512701145,5966,20533.125,1104,212561,190826,46594,425320,265828,357570,,0,1864.022,152530.5011,826181804792266254427,0.8702,190452,105,0.0
882,12/28/2017,17654393,69254.31105300905,96630776.28125,716.69,25965,949503,253695,14.46,24132948080,7996541,41331549758,5889,20434.125,1172,190411,171035,42642,452868,264821,385374,,0,1916.424,156618.8488,832962895657955295053,0.8777,190629,81,0.0
883,12/29/2017,17929188,71483.25830585,96651241.625,739.60,29542,1090191,209915,14.71,25027593719,7996704,43383854091,5786,20465.34375,1309,151785,127593,48046,544455,348326,440921,,0,1870.551,153605.9851,1007437081367732117113,0.938,190918,67,0.0
884,12/30/2017,18228806,66992.58026549406,96671784.96875,692.99,29346,1136659,157357,14.66,24163343242,7996467,41534605727,5773,20543.34375,1361,106427,82514,45578,582403,373525,483225,,0,1874.64,154787.985,972744759532174412944,0.8997,190815,64,0.0
885,12/31/2017,18461161,71661.52156822344,96692242.34375,741.13,25038,946981,174644,14.27,24709168252,7996646,40470099836,5907,20457.375,1156,115496,95015,42625,440956,274472,360535,,0,1919.555,156919.1805,871221521887439749223,0.8568,191094,56,0.0
886,1/1/2018,18673081,73134.2675204875,96712863.6875,756.20,24025,908945,175286,14.2,23306357402,7996099,39876127062,5926,20621.34375,1193,119193,97075,43737,453142,274866,351679,,0,1935.072,159441.8475,768440906472796546663,0.8416,191368,48,0.0
887,1/2/2018,18945115,83381.3101317575,96733424.75,861.97,30157,1153936,203644,14.74,26315022737,7996534,42671435301,5750,20561.0625,1390,134038,109449,52650,588284,381987,462488,,0,1924.73,159057.5377,1053030166302171967008,0.928,191487,46,0.0
888,1/3/2018,19268312,91055.21195699062,96754023.96875,941.10,32473,1238030,190084,15.12,27919698108,7997271,41794056176,5540,20599.21875,1665,131238,106838,53104,631269,372792,547838,,0,1904.343,158805.4552,1240294973186690265044,0.9433,191624,58,0.0
889,1/4/2018,19624038,91435.91365407032,96774989.84375,944.83,33681,1349890,155054,15.39,33357029107,7998221,41332879147,5454,20965.875,1952,108820,87046,40765,704786,421218,601693,,0,1895.45,162473.4175,1483652748503626565947,0.9475,191685,58,0.0
890,1/5/2018,19970449,93614.22333064467,96795904.71875,967.13,33416,1271577,173793,15.56,84460889356,7997843,40379621205,5341,20914.875,2096,134329,109835,44572,692927,390914,599109,,0,1933.064,166391.1687,3180856480067084558974,0.9453,191974,66,0.0
891,1/6/2018,20282043,97437.45192115876,96816855.875,"1,006.41",32655,1226417,183551,15.59,95788574583,7998194,41149583911,5416,20951.15625,2003,135143,105250,51043,659531,380378,562604,,0,1899.132,163074.7937,3641860337658125648608,0.9499,192068,53,0.0
892,1/7/2018,20534726,108240.71229392188,96838033.8125,"1,117.75",31266,1152722,201285,15.15,74588438927,7998061,42259801663,5528,21177.9375,1958,143604,110378,57881,599293,374340,471040,,0,1950.647,169010.8826,2910382039958150507638,0.9558,192394,69,0.0
893,1/8/2018,20809320,110042.0663660975,96858637.25,"1,136.11",32502,1215473,200436,15.42,73644673858,7998440,41554528829,5408,20603.4375,1862,141484,110334,55825,645895,374290,544766,,0,2005.81,168775.8944,2944304860478386967518,0.9607,193032,69,0.0
894,1/9/2018,21097740,124900.7629270975,96879373.0625,"1,289.24",33037,1256240,189331,15.45,76790296973,7998237,40838021653,5377,20735.8125,1966,136224,107689,50834,701526,443475,529973,,0,2009.517,170785.6861,3091626897023070047120,0.9496,192864,76,0.0
895,1/10/2018,21396963,121027.69929045,96900455.0,"1,248.99",30646,1177685,183106,15.31,95442073535,7998394,41211834716,5415,21081.9375,2094,135785,109689,46071,645543,378573,544672,,0,2005.905,174332.6871,3696646401950231053728,0.9515,193025,61,0.0
896,1/11/2018,21696072,110424.59002859375,96921488.28125,"1,139.32",31298,1173965,190622,15.47,82600430565,7998324,40874997008,5430,21033.28125,2051,140566,111564,50992,650421,402250,532190,,0,2075.422,179701.776,3132478755097157400066,0.9412,193217,50,0.0
897,1/12/2018,21966165,122247.27912501218,96942403.53125,"1,261.03",30655,1118757,209485,15.46,60014533220,7998442,41302749226,5419,20915.25,2004,148962,115896,62008,593834,364108,475090,,0,2099.697,180394.1239,2324709275834572294888,0.9529,193433,93,0.0
898,1/13/2018,22217098,134295.814410485,96963086.75,"1,385.02",31264,1179321,193604,15.57,63717170951,7998694,41404605848,5394,20683.21875,1913,140597,111104,53789,631490,397956,465841,,0,2140.802,181051.4051,2411655583204587588153,0.9597,193642,87,0.0
899,1/14/2018,22445042,131847.96194124,96984113.0,"1,359.48",29323,1081593,206810,14.78,58397110440,7998479,42756086884,5625,21026.25,1760,147318,118816,53072,579715,369591,407605,,0,2169.168,185408.671,2236838275781156726667,0.9503,193589,104,0.0
900,1/15/2018,22689252,124038.71271568876,97004522.375,"1,278.69",31846,1206420,203509,15.34,53860527328,7999213,42043952117,5424,20409.375,1744,152247,123759,52043,694740,439245,486172,,0,2189.372,181636.7811,2227026797607142171525,0.969,193755,69,0.0
