,date,addressCount,marketCap,supply,price,blockSize,dailyTransactions,NumERC20TokenTransfers,blockTime,gasPrice,gasLimit,gasUsed,blockCountsandReward,blockReward,uncles,ERC20_uniqueAddressTotalCount,ERC20_uniqueAddressReceiveCount,ERC20_uniqueAddressSentCount,ETH_uniqueAddressTotalCount,ETH_uniqueAddressReceiveCount,ETH_uniqueAddressSentCount,dailyETHBurnt,TranasctionFees,blockDifficulty,networkHash,networkTransactionFees,networkUtilization,pendingTransactions,contractsVerified,ENSRegistration
0,7/30/2015,9205,0.0,72049306.59375,0.00,644,8893,0,4.46,0,0,0,6912,39316.09375,1299,0,0,0,8894,1,8893,4106.95595424633,0,0.121,11.5297,0,0.0,160320,0,0.0
1,7/31/2015,9361,0.0,72085498.3125,0.00,582,0,0,12.58,0,0,0,6863,36191.71875,511,0,0,0,0,0,0,4218.14736692088,0,0.603,51.4594,0,0.0,160474,0,0.0
2,8/1/2015,9476,0.0,72113204.25,0.00,575,0,0,16.34,0,0,0,5293,27705.9375,334,0,0,0,0,0,0,4191.26648675989,0,0.887,57.7845,0,0.0,160775,0,0.0
3,8/2/2015,9563,0.0,72141427.6875,0.00,581,0,0,16.12,0,0,0,5358,28223.4375,394,0,0,0,0,0,0,4247.41070361458,0,1.02,67.9224,0,0.0,160815,0,0.0
4,8/3/2015,9639,0.0,72169404.40625,0.00,587,0,0,16.37,0,0,0,5280,27976.71875,443,0,0,0,0,0,0,5313.68392612979,0,1.126,74.5737,0,0.0,161245,0,0.0
5,8/4/2015,9696,0.0,72197882.84375,0.00,587,0,0,16.1,0,0,0,5368,28478.4375,458,0,0,0,0,0,0,5226.85600756341,0,1.217,82.0352,0,0.0,161682,0,29.0
6,8/5/2015,9749,0.0,72225411.4375,0.00,579,0,0,16.51,0,0,0,5235,27528.59375,371,0,0,0,0,0,0,4953.00140222346,0,1.328,86.1558,0,0.0,161346,0,188.0
7,8/6/2015,9790,0.0,72252486.90625,0.00,584,0,0,16.89,0,0,0,5116,27075.46875,411,0,0,0,0,0,0,4750.44292600992,0,1.381,88.3326,0,0.0,161631,0,318.0
8,8/7/2015,10314,200.215391038125,72279924.5625,2.77,633,2050,0,16.65,604684154870,122980,49353826,5189,27437.65625,409,0,0,0,1087,784,609,4220.70039227873,0,1.471,95.2981,37318413511279304835,0.1317,161591,0,343.0
9,8/8/2015,10730,58.56937308,72307868.0,0.81,668,2881,0,16.44,322713574989,1940277,376006093,5256,27943.4375,458,0,0,0,827,605,477,5277.1569057552,0,1.586,104.8971,68099970071856826797,0.0468,161756,0,631.0
10,8/9/2015,11004,53.527934248125,72335046.28125,0.74,618,1329,0,16.86,475467129048,3141325,38863003,5123,27178.28125,421,0,0,0,733,462,500,4769.67697173914,0,1.709,109.6916,14098949703205590944,0.0024,162257,0,603.0
11,8/10/2015,11679,49.206747265,72362863.625,0.68,631,2037,0,16.44,421654904254,3141511,74070061,5255,27817.34375,415,0,0,0,1002,821,763,4334.17847763403,0,1.838,120.5988,31165144438378735884,0.0045,162292,0,1267.0
12,8/11/2015,13576,76.73434492375,72390891.4375,1.06,692,4963,0,16.37,77838819162,3141521,163481740,5280,28027.8125,438,0,0,0,2343,2132,2112,3869.73628581714,0,2.036,134.7695,11311448586019755030,0.0099,162467,0,935.0
13,8/12/2015,13913,90.52282796875,72418262.375,1.25,653,2036,0,16.86,444902379011,3141555,70102332,5124,27370.9375,474,0,0,0,907,581,685,3561.43695466179,0,2.207,143.0004,32586992404377741650,0.0044,162305,0,1104.0
14,8/13/2015,14459,128.95482429,72446530.5,1.78,666,2842,0,16.34,268683475202,3141552,88234087,5286,28268.125,504,0,0,0,1275,872,993,3483.16871278199,0,2.337,156.6101,24929169109943118841,0.0053,162137,0,1127.0
15,8/14/2015,15024,130.45974699375,72477637.21875,1.80,660,3174,0,14.88,193455494453,3141575,78746522,5809,31106.71875,555,0,0,0,1595,1115,1188,3063.23750678255,0,2.671,196.7576,14354834112827458118,0.0043,162485,0,1694.0
16,8/15/2015,15407,129.78600827625,72506149.875,1.79,638,2284,0,16.04,144368937208,3141584,59565914,5382,28512.65625,441,0,0,0,1314,857,1064,3097.3291787829,0,3.378,227.665,8836593028046850811,0.0035,162793,0,1842.0
17,8/16/2015,15698,99.3705448365625,72533244.40625,1.37,641,2440,0,16.84,120940093311,3141581,58241191,5132,27094.53125,385,0,0,0,1203,765,989,5387.56642594531,0,3.632,231.8948,6677237924905556046,0.0036,162637,0,1986.0
18,8/17/2015,15984,87.073635975,72561363.3125,1.20,635,2512,0,16.16,132149993345,3141589,60515132,5347,28118.90625,377,0,0,0,1250,816,1000,7191.72326409921,0,3.908,258.9066,7642811839634956979,0.0036,163335,0,2100.0
19,8/18/2015,16268,92.18615817875,72587526.125,1.27,648,2494,0,17.46,146513014268,3141585,66816413,4948,26162.8125,390,0,0,0,1295,834,1048,8404.37245306414,0,4.378,270.4645,11906071340176042601,0.0043,162776,0,2229.0
20,8/19/2015,16553,91.494658276875,72614808.15625,1.26,653,3246,0,16.64,194583349948,3141611,91746712,5192,27282.03125,361,0,0,0,1351,823,1148,8288.06053773712,0,4.42,284.0496,15430950669480218002,0.0056,162827,0,3003.0
21,8/20/2015,16773,107.5010804775,72635865.1875,1.48,650,2303,0,21.47,99011782801,3141608,63112713,4024,21057.03125,257,0,0,0,1168,658,992,11127.5582983782,0,4.469,221.4382,6855566942706630722,0.005,162960,0,2234.0
22,8/21/2015,17070,104.63408082,72662556.125,1.44,668,3919,0,16.98,79543407701,3141620,106379973,5088,26690.9375,338,0,0,0,1426,913,1231,7740.4993566438,0,4.415,277.282,7855041724705318491,0.0067,163674,0,1917.0
23,8/22/2015,17313,101.0392481653125,72690106.59375,1.39,648,3579,0,16.39,552841333007,3141669,90744195,5271,27550.46875,323,0,0,0,1415,840,1242,8345.45113343675,0,4.828,312.6127,42547171829582457556,0.0055,163271,0,1971.0
24,8/23/2015,17662,98.1670889953125,72716362.21875,1.35,681,4190,0,17.24,73439482806,3141828,117802449,5013,26255.625,320,0,0,0,1571,885,1417,10062.3785711281,0,5.138,317.1623,8049767672901801716,0.0075,163634,0,2102.0
25,8/24/2015,17839,90.20218242,72743695.5,1.24,673,4432,0,16.67,92409814705,3141762,97648912,5184,27333.28125,377,0,0,0,1437,873,1290,10932.8355030513,0,5.179,333.3458,8876285419798610754,0.006,163981,0,3863.0
26,8/25/2015,18089,85.1414049646875,72770431.59375,1.17,680,4487,0,16.95,76432335617,3141658,114480057,5097,26736.09375,335,0,0,0,1581,951,1406,11458.1016495575,0,5.173,325.2465,8259755825110535782,0.0071,164300,0,3124.0
27,8/26/2015,18298,84.4440206925,72796569.5625,1.16,669,4156,0,17.27,60481160549,3141656,99511209,5003,26137.96875,303,0,0,0,1528,883,1393,10128.1126073116,0,5.587,343.1277,7447729278556984663,0.0063,165729,0,1970.0
28,8/27/2015,18508,82.28784568375,72821102.375,1.13,708,5590,0,18.35,59307091958,3141738,147888097,4708,24532.8125,266,0,0,0,1592,929,1427,13838.3716742023,0,5.925,341.1168,8670963042887940562,0.01,167235,0,2043.0
29,8/28/2015,18687,94.698925790625,72845327.53125,1.30,691,4758,0,18.57,92879907335,3141816,111903559,4653,24225.15625,257,0,0,0,1532,919,1376,10657.9786267406,0,6.251,355.2287,9925148370505206658,0.0077,167754,0,2108.0
30,8/29/2015,18815,85.984065986875,72867852.53125,1.18,682,4139,0,19.93,56211090684,3141640,99107570,4329,22525.0,232,0,0,0,1376,839,1248,9929.14816138085,0,6.658,351.453,5507451526061552074,0.0073,168904,0,2157.0
31,8/30/2015,19017,96.213884085,72889306.125,1.32,689,4572,0,20.77,55155494457,3141760,102643603,4155,21453.59375,179,0,0,0,1625,931,1495,10498.6298078964,0,6.781,340.144,5634173742432616856,0.0079,168985,0,2555.0
32,8/31/2015,19168,98.429309409375,72910599.5625,1.35,731,5196,0,20.87,58423521569,3141670,129040364,4122,21293.4375,182,0,0,0,1516,947,1386,14084.9583025491,0,7.214,359.3523,7424533814378986634,0.01,169436,0,1748.0
33,9/1/2015,19349,98.4567724171875,72930942.53125,1.35,741,5153,0,21.86,56671549652,3142022,140186844,3938,20342.96875,171,0,0,0,1556,916,1432,14253.6153473865,0,7.641,363.4134,7843769855894396934,0.0113,170040,0,1721.0
34,9/2/2015,19500,94.10463553875,72949329.875,1.29,766,5195,0,24.12,59243651401,3141705,139367393,3577,18387.34375,135,0,0,0,1515,875,1400,13276.6500248456,0,8.284,355.9032,8153735331051015790,0.0124,170018,0,2596.0
35,9/3/2015,19646,91.93805562375,72966710.8125,1.26,755,4777,0,25.53,55051483461,3141915,126323875,3383,17380.9375,126,0,0,0,1449,778,1343,8663.28810989341,0,8.355,339.3088,6970025674099678731,0.0119,170243,0,1893.0
36,9/4/2015,19791,92.697036713125,72989792.6875,1.27,762,5642,0,19.3,58779015464,3141831,167169621,4443,23081.875,232,0,0,0,1451,761,1355,5824.10481349359,0,6.47,350.0661,9733856361469302860,0.012,171108,0,1748.0
37,9/5/2015,19955,100.0311277975,73015421.75,1.37,753,5519,0,17.48,54768144366,3141859,159443421,4921,25629.0625,274,0,0,0,1487,830,1388,5758.33412400412,0,6.235,374.917,9141228323603367680,0.0103,171672,0,1744.0
38,9/6/2015,20081,94.954067040625,73041590.03125,1.30,733,5521,0,17.19,55089818552,3141785,142769611,4978,26168.28125,345,0,0,0,1588,965,1406,6917.08869841054,0,6.305,388.4451,8055487734515995632,0.0091,171074,0,1975.0
39,9/7/2015,20308,90.60314262,73067050.5,1.24,753,5702,0,17.77,53594260637,3141753,170954165,4834,25460.46875,343,0,0,0,1633,969,1511,6581.85812551478,0,6.339,379.8349,9256422395866533683,0.0113,171297,0,1828.0
40,9/8/2015,20433,89.90431989,73092943.0,1.23,759,5622,0,17.46,64932639811,3141945,159613715,4923,25892.5,348,0,0,0,1546,1003,1408,6232.75199881137,0,6.077,370.7395,10379926302044415805,0.0103,171615,0,1785.0
41,9/9/2015,20609,88.4744384940625,73119370.65625,1.21,765,5604,0,17.12,53779997784,3141686,173606036,5035,26427.65625,345,0,0,0,1544,980,1428,7725.72407943162,0,6.202,386.1935,9840601069163061227,0.011,173221,0,1751.0
42,9/10/2015,20711,84.849145255,73145814.875,1.16,730,5341,0,17.18,54630657670,3141856,141533806,5003,26444.21875,383,0,0,0,1540,989,1406,6899.65906789454,0,6.29,392.0801,7925807170796993218,0.009,173511,0,1846.0
43,9/11/2015,20897,71.709593624375,73173054.71875,0.98,736,6460,0,16.71,55713802958,3141709,160019709,5141,27239.84375,411,0,0,0,1702,1088,1578,4928.89966983039,0,6.562,421.6556,8876728152679961379,0.0099,174050,0,1985.0
44,9/12/2015,21043,76.127434045,73199455.8125,1.04,761,5596,0,17.11,61830202468,3141607,186314190,5026,26401.09375,339,0,0,0,1545,942,1443,4963.51324964271,0,6.833,424.2721,11354833193505237873,0.0118,174054,0,2067.0
45,9/13/2015,21252,68.832089585625,73225627.21875,0.94,764,6057,0,17.25,52313524792,3141606,177583552,4971,26171.40625,353,0,0,0,1599,954,1482,7893.91584851507,0,7.022,432.7014,9578725673919106360,0.0114,174186,0,1804.0
46,9/14/2015,21409,63.7285573490625,73251215.34375,0.87,771,5572,0,17.61,53772389657,3141838,171636301,4851,25588.125,360,0,0,0,1623,1013,1523,9169.95933626696,0,6.626,399.6471,9901548419395161346,0.0113,175613,0,1734.0
47,9/15/2015,21581,68.880220816875,73276830.65625,0.94,755,5409,0,17.75,53191101494,3141800,148568242,4842,25615.3125,378,0,0,0,1487,906,1380,6180.87401008354,0,6.419,387.7858,8426997145283307063,0.0098,169478,0,920.0
48,9/16/2015,21719,65.972833903125,73303148.78125,0.90,739,5872,0,17.32,111518559318,3141820,146153300,4956,26318.125,412,0,0,0,1511,920,1388,6602.10749419754,0,6.179,383.9057,15146617077844793236,0.0094,150055,0,598.0
49,9/17/2015,21826,65.2624401215625,73328584.40625,0.89,753,5368,0,17.91,55637920883,3141794,147106346,4808,25435.625,372,0,0,0,1518,982,1389,6572.0772153633,0,6.04,362.1457,8556523791455505710,0.0097,152155,0,2285.0
50,9/18/2015,21999,62.35131320625,73354486.125,0.85,785,5802,0,17.57,55703151966,3141637,212949263,4889,25901.71875,403,0,0,0,1463,891,1349,4322.25397473256,0,5.653,346.2296,11834821066198469252,0.0139,154652,0,2498.0
51,9/19/2015,22106,65.309682573125,73381665.8125,0.89,735,5205,0,16.9,51639660974,3141615,151038683,5078,27179.6875,490,0,0,0,1368,840,1270,5921.79880026617,0,5.548,357.5566,7982204372925467553,0.0095,155003,0,2111.0
52,9/20/2015,22230,69.005069560625,73409648.46875,0.94,766,6402,0,16.04,52910345407,3142039,206446103,5305,27982.65625,389,0,0,0,1467,904,1368,7659.04444511991,0,6.202,408.748,10969645471755072320,0.0124,156023,0,2067.0
53,9/21/2015,22363,66.092670309375,73436300.34375,0.90,779,6305,0,16.87,51171380285,3141982,190902398,5075,26651.875,340,0,0,0,1522,988,1406,7975.3700282459,0,6.541,409.9779,10180741940942933773,0.012,158622,0,907.0
54,9/22/2015,22496,66.116403590625,73462670.65625,0.90,807,6804,0,17.0,51465441496,3141713,211491983,5051,26370.3125,298,0,0,0,1536,1001,1401,7467.09288306708,0,6.624,410.0917,11404145175916603648,0.0133,160366,0,1796.0
55,9/23/2015,22648,66.140775871875,73489750.96875,0.90,784,7404,0,16.58,51732832046,3141858,198471252,5165,27080.3125,334,0,0,0,1738,969,1657,10239.9703658572,0,6.895,438.8619,10700267104792060772,0.0122,160478,0,2096.0
56,9/24/2015,22783,59.5480707675,73516136.75,0.81,782,6224,0,17.1,54262646753,3141870,183782502,5021,26385.78125,341,0,0,0,1570,1004,1474,7985.60145876527,0,7.029,436.2345,10319506266501325064,0.0117,161183,0,2141.0
57,9/25/2015,22902,54.42192373875,73543140.1875,0.74,767,5851,0,16.73,52300197415,3141685,178617418,5126,27003.4375,366,0,0,0,1537,974,1436,5560.12061529661,0,6.977,443.497,9836594916126598067,0.0111,164466,0,2075.0
58,9/26/2015,22964,57.38385939,73569050.5,0.78,765,5907,0,17.32,55315658061,3141649,160320021,4930,25910.3125,338,0,0,0,1421,890,1342,5514.29177191957,0,7.227,440.6371,9289146478621032364,0.0104,165471,0,1573.0
59,9/27/2015,23045,52.9877243475,73594061.59375,0.72,725,5760,0,17.92,51025979902,3141739,165754018,4773,25011.09375,307,0,0,0,1418,907,1335,9187.5908479166,0,7.253,426.444,8423870450444848099,0.0111,166257,0,1902.0
60,9/28/2015,23160,43.435077729375,73618775.8125,0.59,755,6123,0,18.02,52683661382,3141657,171799357,4738,24714.21875,275,0,0,0,1546,1003,1442,11446.7258126676,0,6.747,391.4721,9272346609307110334,0.0115,166880,0,2010.0
61,9/29/2015,23283,50.07733809,73643144.25,0.68,762,5738,0,18.51,55437141860,3141780,155322802,4640,24368.4375,314,0,0,0,1533,962,1384,13316.9770211751,0,6.057,347.3122,8877328420749419272,0.0107,167551,0,1712.0
62,9/30/2015,23385,53.04113136,73668238.0,0.72,742,5870,0,18.04,51461473059,3141889,161315703,4757,25093.75,356,0,0,0,1491,924,1376,12666.7523731093,0,5.625,332.8925,8385327115721004019,0.0108,168981,0,1595.0
63,10/1/2015,23482,50.11304882125,73695660.03125,0.68,741,6421,0,16.45,51474669294,3141822,167413168,5210,27422.03125,373,0,0,0,1474,947,1329,11520.3306221912,0,5.653,365.2783,8767949463445914933,0.0102,169755,0,1774.0
64,10/2/2015,23563,50.13134974625,73722573.15625,0.68,773,6063,0,16.62,52567714347,3141782,175336965,5143,26913.125,324,0,0,0,1376,857,1286,7199.01772980971,0,5.982,378.4969,9765296662850670640,0.0109,170653,0,1925.0
65,10/3/2015,23689,50.8868285653125,73749026.90625,0.69,769,6112,0,16.84,52502578427,3141755,176738025,5077,26453.75,292,0,0,0,1390,890,1291,7313.23306804255,0,6.291,390.9186,9791648364458627976,0.0111,171253,0,1586.0
66,10/4/2015,23777,49.428919731875,73774507.0625,0.67,776,6624,0,17.47,50733256095,3141756,175625589,4886,25480.15625,281,0,0,0,1394,872,1295,9777.61075442704,0,6.206,371.1233,9431925785897953000,0.0114,172562,0,1767.0
67,10/5/2015,23909,46.494405680625,73800643.9375,0.63,771,6279,0,17.05,50742818443,3141678,217225401,5009,26136.875,292,0,0,0,1410,871,1336,8018.62722537903,0,6.285,385.5859,11486773507230090791,0.0138,173659,0,1529.0
68,10/6/2015,24005,48.72494913,73825680.5,0.66,781,6458,0,17.67,51375494165,3141827,185466056,4806,25036.5625,266,0,0,0,1416,907,1315,8769.78143966772,0,6.276,368.4521,9995299953552863558,0.0123,173842,0,1718.0
69,10/7/2015,24102,45.0496065971875,73851814.09375,0.61,808,7121,0,17.09,51181314265,3141680,227483136,5004,26133.59375,295,0,0,0,1374,881,1297,11896.2705740871,0,5.984,366.9765,12182989920710770554,0.0145,174682,0,1482.0
70,10/8/2015,24168,45.804729694375,73878596.28125,0.62,789,6926,0,16.6,56971870131,3141709,206603046,5152,26782.1875,270,0,0,0,1331,865,1243,11737.0959226036,0,5.978,375.1336,11972933368342351096,0.0128,175603,0,1980.0
71,10/9/2015,24243,48.037628559375,73904043.9375,0.65,779,6763,0,17.45,61962572208,3141695,180944156,4905,25447.65625,245,0,0,0,1367,868,1290,7808.83150468389,0,6.123,364.9485,11309218384317883884,0.0117,175418,0,2209.0
72,10/10/2015,24303,46.57561248375,73929543.625,0.63,778,6529,0,17.44,64893302980,3141792,174240457,4896,25499.6875,270,0,0,0,1267,793,1205,6817.28563623825,0,6.032,360.6383,11382811617053815692,0.0113,176008,0,2875.0
73,10/11/2015,24359,46.5923142759375,73956054.40625,0.63,748,6023,0,16.91,56318375319,3141731,154497993,5073,26510.78125,301,0,0,0,1301,840,1212,8521.68446982201,0,6.139,381.8711,8998794599150719656,0.0097,176389,0,3332.0
74,10/12/2015,24473,46.6091982759375,73982854.40625,0.63,787,6593,0,16.48,51359902694,3141695,200001725,5148,26800.0,284,0,0,0,1336,832,1257,6663.25296816043,0,6.145,386.3386,10703807320817251298,0.0124,176702,0,2651.0
75,10/13/2015,24675,44.4057136125,74009522.6875,0.60,818,6818,0,16.76,53219625156,3141683,223630692,5108,26668.28125,301,0,0,0,1476,846,1400,7183.21940231415,0,6.357,397.9554,12323248799642253340,0.0139,178103,0,2170.0
76,10/14/2015,24906,37.758053139375,74035398.3125,0.51,791,6830,0,17.3,57976429615,3141697,193279995,4934,25875.625,320,0,0,0,1567,956,1447,8601.27377790024,0,6.482,394.1999,11831998521079002721,0.0125,179398,0,2251.0
77,10/15/2015,25142,41.4741649175,74061008.78125,0.56,824,6499,0,17.39,54823147993,3141699,347607211,4926,25610.46875,263,0,0,0,1497,876,1391,7878.4139550399,0,6.209,372.9212,18870343861669733508,0.0225,179882,0,724.0
78,10/16/2015,25248,39.265818599375,74086450.1875,0.53,827,6795,0,17.56,53404946237,3141670,400824348,4883,25441.40625,273,0,0,0,1367,882,1275,5839.5480603871,0,5.815,347.0096,21179446545648124480,0.0261,180358,0,688.0
79,10/17/2015,25356,40.762095446875,74112900.8125,0.55,788,6567,0,16.86,53619552703,3141653,230368185,5056,26450.625,312,0,0,0,1356,867,1251,6562.80766265935,0,6.004,373.0388,12291462445798012724,0.0145,181266,0,680.0
80,10/18/2015,25489,38.55214952875,74138749.09375,0.52,812,6481,0,17.28,52006592112,3141624,249377360,4945,25848.28125,297,0,0,0,1346,818,1247,8851.0525173061,0,5.974,362.4454,13113012602069783055,0.0161,181437,0,596.0
81,10/19/2015,25729,36.340710748125,74164715.8125,0.49,802,6604,0,17.29,52456819761,3141665,216816740,4975,25966.71875,291,0,0,0,1453,842,1359,11259.1658703475,0,5.922,360.9165,11699219139603278508,0.0139,182709,0,538.0
82,10/20/2015,25828,32.6439996575,74190908.3125,0.44,770,5897,0,17.2,53767556518,3141727,191557542,4990,26192.5,332,0,0,0,1315,837,1227,14818.4722306345,0,5.835,359.4184,11527019798769716636,0.0122,182859,0,637.0
83,10/21/2015,26090,32.65546007625,74216954.71875,0.44,774,6182,0,17.22,53588794315,3141707,180468852,4990,26046.40625,289,0,0,0,1522,873,1428,16852.1345278994,0,5.876,358.9999,10155857734674392412,0.0115,182882,0,691.0
84,10/22/2015,26244,43.802948445,74242285.5,0.59,782,5979,0,17.78,57253941421,3141732,237772273,4835,25330.78125,305,0,0,0,1390,849,1268,15619.8800828549,0,5.734,341.149,13200504837911974188,0.0157,183789,0,569.0
85,10/23/2015,26449,38.62031892875,74269844.09375,0.52,818,6888,0,16.26,51207267003,3141638,260401303,5263,27558.59375,331,0,0,0,1524,957,1404,14342.94176889,0,5.879,380.6258,13747941391847577549,0.0157,183884,0,511.0
86,10/24/2015,26892,42.3492666834375,74296959.09375,0.57,771,6361,0,16.52,50749518370,3141626,211420205,5171,27115.0,336,0,0,0,1636,869,1555,13224.9216950569,0,6.288,400.8051,10696638217152165404,0.013,184464,0,512.0
87,10/25/2015,27220,48.310452653125,74323773.3125,0.65,751,5830,0,16.74,51635339670,3141631,170100960,5096,26814.21875,351,0,0,0,1498,918,1393,14322.5086418005,0,6.589,415.4128,9079512126157535658,0.0106,184351,0,654.0
88,10/26/2015,27534,55.0187695825,74349688.625,0.74,765,5938,0,17.52,54585998170,3141613,203310004,4908,25915.3125,366,0,0,0,1656,987,1568,15593.5959710622,0,6.541,399.276,10773267121614423564,0.0132,184283,0,919.0
89,10/27/2015,27744,64.70817694125,74377214.875,0.87,815,6784,0,16.5,53525777571,3141603,365376906,5220,27526.25,376,0,0,0,1707,1150,1545,14486.856468509,0,6.542,423.6995,18902897578375482359,0.0223,184845,0,726.0
90,10/28/2015,27918,75.147598945625,74403563.3125,1.01,808,7346,0,17.33,54787998286,3141629,202357247,4967,26348.4375,398,0,0,0,1701,1167,1562,12753.0300802226,0,6.846,425.0888,10898696630107062428,0.013,184758,0,986.0
91,10/29/2015,28188,86.34004159875,74431070.34375,1.16,814,7836,0,16.64,52364630378,3141634,241667844,5158,27507.03125,453,0,0,0,1975,1269,1812,12057.8836350972,0,7.04,457.198,12550751739957046206,0.0149,184969,0,724.0
92,10/30/2015,28770,77.43714602,74458794.25,1.04,781,7941,3,16.3,54017718700,3141598,250649964,5232,27723.90625,409,2,1,1,2220,1315,2093,10204.0793755164,0,7.429,485.0091,13466321660416294744,0.0152,184871,0,359.0
93,10/31/2015,29166,66.293022435625,74486542.0625,0.89,812,7557,0,16.65,53753181787,3141633,296674561,5129,27747.8125,554,0,0,0,1988,1222,1893,8936.69021290644,0,7.793,512.5808,15482425600544887284,0.0184,184871,0,481.0
94,11/1/2015,29676,78.2404583296875,74514722.21875,1.05,783,6915,0,16.54,50751088484,3141603,316473677,5158,28180.15625,625,0,0,0,2132,1157,2042,11077.8720396055,0,7.781,520.7818,16170261068417536249,0.0195,185388,0,768.0
95,11/2/2015,29973,71.56018218,74541856.4375,0.96,779,6558,1,17.04,53162663704,3141654,193339829,5024,27134.21875,531,2,1,1,2040,1332,1897,15668.4742245736,0,7.69,494.4047,10396013972700378420,0.0122,185234,0,845.0
96,11/3/2015,30326,74.56946221875,74569462.21875,1.00,844,7399,30,16.83,51578536572,3141601,236076946,5085,27605.78125,573,26,23,10,2067,1249,1957,15035.4038341869,0,7.333,480.1956,12240350989948539726,0.0148,185295,0,1392.0
97,11/4/2015,30608,64.89954540375,74597178.625,0.87,762,7037,18,16.79,52243136362,3141728,180987375,5125,27716.40625,549,18,14,4,2040,1241,1907,14284.4278309748,0,7.743,508.4657,9392856950587456979,0.0112,185426,0,716.0
98,11/5/2015,30815,66.4157783278125,74624470.03125,0.89,813,7498,12,16.85,52990311400,3141619,199792729,5103,27291.40625,473,15,11,5,1915,1288,1768,13429.5795314954,0,7.582,489.3514,10593890524409684909,0.0125,185615,0,749.0
99,11/6/2015,30968,68.67974084125,74651892.21875,0.92,812,7882,0,16.56,52184810513,3141598,309939683,5142,27422.1875,450,0,0,0,1808,1241,1683,11754.553726169,0,7.592,491.3861,15936270156556764007,0.0192,185923,0,900.0
100,11/7/2015,31514,68.70431892875,74678607.53125,0.92,1005,10996,0,17.27,51944373853,3141648,572275369,4922,26715.3125,550,0,0,0,2068,1176,1978,10121.6310203907,0,7.55,478.1613,32079919793349356329,0.037,185725,0,383.0
101,11/8/2015,32153,76.200014525625,74705896.59375,1.02,1015,12413,18,17.02,52414324288,3141634,563914716,5021,27289.0625,570,4,2,2,2272,1188,2175,13597.6701066699,0,7.709,498.873,29526878882442981964,0.0357,185992,0,1938.0
102,11/9/2015,32455,74.732956125,74732956.125,1.00,786,7689,39,17.0,51918274052,3141601,211894015,5024,27059.53125,509,30,28,4,2061,1342,1910,12754.5309591019,0,7.754,496.5674,11263102919443230382,0.0134,185974,0,1106.0
103,11/10/2015,32634,68.7795681725,74760400.1875,0.92,834,8151,39,16.92,52237284910,3141605,287969451,5053,27444.0625,574,37,36,1,1827,1270,1725,12089.2649642579,0,7.76,505.3881,15351192628299204876,0.0181,186458,0,366.0
104,11/11/2015,32804,58.334816865,74788226.75,0.78,1044,10217,27,17.08,52560853806,3141604,414061456,5028,27826.5625,702,26,24,3,2034,1260,1937,12838.058786257,0,7.673,508.885,23076791328155836314,0.0262,186779,0,326.0
105,11/12/2015,32918,66.5864636403125,74816251.28125,0.89,874,9534,5,16.84,59050838844,3141977,450460992,5079,28024.53125,693,3,2,2,1808,1215,1710,10821.5882284425,0,7.746,517.4888,25889101201769871285,0.0282,186638,0,593.0
106,11/13/2015,33055,66.611548429375,74844436.4375,0.89,808,7891,3,16.63,51534479321,3141601,280236525,5119,28185.15625,681,5,3,3,1806,1194,1715,9344.91294353307,0,7.87,528.3143,14583302464865801953,0.0174,186727,0,742.0
107,11/14/2015,33157,66.6367867434375,74872794.09375,0.89,938,7211,1,16.64,51216461485,3141660,360305868,5127,28357.65625,713,2,1,1,1798,1240,1699,9480.81343986284,0,7.913,534.8715,18534033511704232124,0.0224,186587,0,1633.0
108,11/15/2015,33264,67.410822825,74900914.25,0.90,797,7170,4,16.52,51537798825,3141650,224846805,5195,28120.15625,561,5,1,4,1760,1219,1686,13366.2120817305,0,8.26,550.2513,11483974092635215057,0.0138,186844,0,535.0
109,11/16/2015,33376,70.432610841875,74928309.40625,0.94,782,7442,2,16.97,56768038418,3141691,182259335,5039,27395.15625,577,4,2,2,1868,1272,1765,12014.8318145172,0,8.327,541.2585,10269635973055744198,0.0115,186879,0,277.0
110,11/17/2015,33512,74.956103,74956103.0,1.00,762,7145,0,16.54,56303859554,3141628,171866071,5163,27793.59375,515,0,0,0,1902,1306,1803,11475.7201576533,0,8.153,535.801,9596829650575912999,0.0106,186839,0,581.0
111,11/18/2015,33629,74.2335214809375,74983355.03125,0.99,774,7373,1,16.81,53515892028,3141600,195036006,5075,27252.03125,489,2,1,1,1860,1304,1758,10930.9650482267,0,8.55,550.5812,10321475397415639389,0.0122,186735,0,720.0
112,11/19/2015,33765,71.2594225453125,75009918.46875,0.95,882,8876,0,17.04,54119551224,3141601,291565861,4977,26563.4375,446,0,0,0,1865,1280,1763,9815.46346039418,0,8.807,552.7532,15863939513515044891,0.0186,186940,0,595.0
113,11/20/2015,33883,69.782595511875,75035048.9375,0.93,814,6348,2,18.1,54384895828,3141629,215430072,4721,25130.46875,403,2,1,1,1764,1068,1685,10008.1956154829,0,7.975,472.9611,11986899241936797512,0.0145,187127,0,1017.0
114,11/21/2015,33999,72.80997619125,75061831.125,0.97,832,6822,0,16.97,54039631830,3141598,200136785,5035,26782.1875,422,0,0,0,1711,1097,1605,10125.9221904228,0,7.601,480.0484,11244910062602561332,0.0127,187635,0,472.0
